23200, 13230
23300, 12978
23400, 13208
23500, 13215
23600, 13335
23700, 13299
23800, 13027
23900, 13141
24000, 13090
24100, 13593
24200, 13523
24300, 13825
24400, 13220
24500, 13490
24600, 13385
24700, 13267
24800, 13277
24900, 13382
25000, 13434
25100, 13513
25200, 13408
25300, 13458
25400, 13351
25500, 13148
25600, 13448
25700, 13525
25800, 13399
25900, 13120
26000, 13357
26100, 13465
26200, 13486
26300, 13238
26400, 13239
26500, 13516
26600, 13310
26700, 13602
26800, 13315
26900, 13650
27000, 13329
27100, 13407
27200, 13555
27300, 13322
27400, 13318
27500, 13463
27600, 13104
27700, 13231
27800, 13452
27900, 13485
28000, 13682
28100, 13472
28200, 13453
28300, 13310
28400, 13095
28500, 13389
28600, 13391
28700, 13365
28800, 13442
28900, 13509
29000, 13673
29100, 13431
29200, 13229
29300, 13433
29400, 13339
29500, 13310
29600, 13194
29700, 13610
29800, 13382
29900, 13486
30000, 13351
30100, 13453
30200, 13290
30300, 13201
30400, 13221
30500, 13081
30600, 13527
30700, 13573
30800, 13398
30900, 13362
31000, 13068
31100, 13010
31200, 13165
31300, 13747
31400, 13050
31500, 13082
31600, 13103
31700, 13029
31800, 13268
31900, 13297
32000, 13296
32100, 13404
32200, 13415
32300, 13255
32400, 13378
32500, 13190
32600, 13247
32700, 13311
32800, 13335
32900, 13428
33000, 13313
33100, 13288
33200, 13080
33300, 13210
33400, 13527
33500, 13356
33600, 13369
33700, 12971
33800, 13079
33900, 13471
34000, 13383
34100, 13077
34200, 13105
34300, 13340
34400, 13298
34500, 13671
34600, 13395
34700, 13365
34800, 13206
34900, 13414
35000, 13397
35100, 13285
35200, 13442
35300, 13109
35400, 13345
35500, 13301
35600, 13392
35700, 13147
35800, 13260
35900, 13086
36000, 13592
36100, 13303
36200, 13428
36300, 13297
36400, 13037
36500, 13075
36600, 13113
36700, 13238
36800, 13417
36900, 13421
37000, 13416
37100, 13183
37200, 13326
37300, 13219
37400, 13257
37500, 13044
37600, 12717
37700, 12869
37800, 12891
37900, 13175
38000, 13075
38100, 13156
38200, 13079
38300, 13151
38400, 13036
38500, 13312
38600, 13249
38700, 13283
38800, 13235
38900, 13413
39000, 13417
39100, 13194
39200, 13038
39300, 13097
39400, 13217
39500, 13040
39600, 13078
39700, 13159
39800, 12904
39900, 13081
40000, 13196
40100, 12880
40200, 12932
40300, 13176
40400, 13022
40500, 13076
40600, 13109
40700, 13051
40800, 13020
40900, 13272
41000, 13296
41100, 13302
41200, 13169
41300, 13083
41400, 13172
41500, 13011
41600, 13067
41700, 13089
41800, 13149
41900, 12843
42000, 13075
42100, 13068
42200, 13113
42300, 13169
42400, 12888
42500, 12953
42600, 13092
42700, 13273
42800, 13053
42900, 13005
43000, 13130
43100, 12982
43200, 13008
43300, 13104
43400, 13137
43500, 13112
43600, 13025
43700, 13003
43800, 12993
43900, 13070
44000, 12814
44100, 13033
44200, 13025
44300, 12631
44400, 12937
44500, 12974
44600, 13199
44700, 13051
44800, 12778
44900, 12959
45000, 13004
45100, 13073
45200, 13108
45300, 13000
45400, 12869
45500, 12743
45600, 12795
45700, 12921
45800, 12770
45900, 12868
46000, 12902
46100, 13080
46200, 12841
46300, 12853
46400, 12854
46500, 12706
46600, 12997
46700, 12951
46800, 12957
46900, 13079
47000, 12936
47100, 12704
47200, 12665
47300, 12553
47400, 12655
47500, 12734
47600, 12876
47700, 12890
47800, 12755
47900, 12738
48000, 12916
48100, 12880
48200, 12869
48300, 12857
48400, 12721
48500, 12691
48600, 12803
48700, 12779
48800, 12741
48900, 12765
49000, 12786
49100, 12703
49200, 12649
49300, 12650
49400, 12799
49500, 12837
49600, 12654
49700, 12689
49800, 12773
49900, 13020
50000, 12849
50100, 12757
50200, 12822
50300, 12915
50400, 12805
50500, 12885
50600, 12945
50700, 12779
50800, 12880
50900, 12836
51000, 12749
51100, 12760
51200, 12698
51300, 12637
51400, 12769
51500, 12780
51600, 12685
51700, 12771
51800, 12739
51900, 12773
52000, 12553
52100, 12682
52200, 12583
52300, 12792
52400, 12753
52500, 12744
52600, 12810
52700, 12661
52800, 12644
52900, 12620
53000, 12594
53100, 12606
53200, 12669
53300, 12547
53400, 12693
53500, 12586
53600, 12637
53700, 12605
53800, 12440
53900, 12482
54000, 12602
54100, 12582
54200, 12535
54300, 12587
54400, 12676
54500, 12888
54600, 12706
54700, 12593
54800, 12545
54900, 12612
55000, 12738
55100, 12684
55200, 12562
55300, 12470
55400, 12425
55500, 12468
55600, 12461
55700, 12530
55800, 12482
55900, 12470
56000, 12524
56100, 12489
56200, 12572
56300, 12463
56400, 12470
56500, 12438
56600, 12454
56700, 12386
56800, 12436
56900, 12392
57000, 12555
57100, 12450
57200, 12496
57300, 12442
57400, 12382
57500, 12381
57600, 12527
57700, 12455
57800, 12355
57900, 12389
58000, 12546
58100, 12421
58200, 12393
58300, 12400
58400, 12345
58500, 12358
58600, 12354
58700, 12354
58800, 12337
58900, 12339
59000, 12279
59100, 12287
59200, 12193
59300, 12263
59400, 12289
59500, 12337
59600, 12354
59700, 12271
59800, 12274
59900, 12342
60000, 12349
60100, 12334
60200, 12247
60300, 12192
60400, 12134
60500, 12201
60600, 12107
60700, 12136
60800, 12145
60900, 12202
61000, 12241
61100, 12231
61200, 12178
61300, 12236
61400, 12276
61500, 12293
61600, 12326
61700, 12240
61800, 12218
61900, 12243
62000, 12190
62100, 12299
62200, 12149
62300, 12145
62400, 12188
62500, 12227
62600, 12251
62700, 12146
62800, 12147
62900, 12124
63000, 12136
63100, 12151
63200, 12214
63300, 12241
63400, 12210
63500, 12203
63600, 12150
63700, 12225
63800, 12221
63900, 12149
64000, 12125
64100, 12134
64200, 12178
64300, 12165
64400, 12208
64500, 12190
64600, 12163
64700, 12204
64800, 12161
64900, 12123
65000, 12146
65100, 12185
65200, 12158
65300, 12153
65400, 12166
65500, 12164
65600, 12135
65700, 12102
65800, 12052
65900, 12049
66000, 12054
66100, 12079
66200, 12001
66300, 11953
66400, 11956
66500, 11999
66600, 12012
66700, 11995
66800, 12007
66900, 11977
67000, 11996
67100, 11983
67200, 11985
67300, 11971
67400, 11955
67500, 11963
67600, 11980
67700, 11993
67800, 11954
67900, 11962
68000, 12003
68100, 11962
68200, 12037
68300, 12021
68400, 12012
68500, 11969
68600, 11967
68700, 12002
68800, 12010
68900, 12006
69000, 11981
69100, 11987
69200, 11997
69300, 12000
69400, 11975
69500, 11965
69600, 11995
69700, 11998
69800, 12045
69900, 12041
70000, 12042
70100, 12038
70200, 12027
70300, 12045
70400, 12062
70500, 12083
70600, 12063
70700, 12077
70800, 12030
70900, 12017
71000, 12043
71100, 12047
71200, 12023
71300, 12001
71400, 11954
71500, 11954
71600, 11958
71700, 11935
71800, 11931
71900, 11938
72000, 11938
72100, 11926
72200, 11926
72300, 11925
72400, 11916
72500, 11924
72600, 11902
72700, 11885
72800, 11867
72900, 11867
73000, 11846
73100, 11846
73200, 11815
73300, 11798
73400, 11788
73500, 11777
73600, 11775
73700, 11786
73800, 11787
73900, 11787
74000, 11791
74100, 11791
74200, 11791
74300, 11791
74400, 11779
74500, 11782
74600, 11782
74700, 11777
74800, 11778
74900, 11779
75000, 11779
75100, 11779
75200, 11779
75300, 11779
75400, 11783
75500, 11783
75600, 11785
75700, 11791
75800, 11783
75900, 11783
76000, 11765
76100, 11765
76200, 11764
76300, 11758
76400, 11758
76500, 11760
76600, 11778
76700, 11778
76800, 11779
76900, 11771
77000, 11771
77100, 11771
77200, 11768
77300, 11770
77400, 11768
77500, 11768
77600, 11768
77700, 11768
77800, 11765
77900, 11759
78000, 11752
78100, 11752
78200, 11749
78300, 11749
78400, 11746
78500, 11747
78600, 11752
78700, 11764
78800, 11759
78900, 11759
79000, 11763
79100, 11748
79200, 11748
79300, 11748
79400, 11748
79500, 11748
79600, 11748
79700, 11745
79800, 11728
79900, 11717
80000, 11717
80100, 11717
80200, 11729
80300, 11729
80400, 11729
80500, 11729
80600, 11729
80700, 11729
80800, 11719
80900, 11714
81000, 11714
81100, 11714
81200, 11714
81300, 11706
81400, 11702
81500, 11702
81600, 11702
81700, 11702
81800, 11703
81900, 11703
82000, 11702
82100, 11702
82200, 11702
82300, 11702
82400, 11702
82500, 11702
82600, 11702
82700, 11702
82800, 11702
82900, 11702
83000, 11702
83100, 11702
83200, 11703
83300, 11702
83400, 11702
83500, 11702
83600, 11702
83700, 11702
83800, 11702
83900, 11702
84000, 11719
84100, 11719
84200, 11715
84300, 11716
84400, 11715
84500, 11714
84600, 11709
84700, 11709
84800, 11709
84900, 11709
85000, 11709
85100, 11709
85200, 11711
85300, 11705
85400, 11705
85500, 11705
85600, 11705
85700, 11705
85800, 11691
85900, 11689
86000, 11689
86100, 11692
86200, 11692
86300, 11689
86400, 11689
86500, 11690
86600, 11690
86700, 11683
86800, 11683
86900, 11685
87000, 11685
87100, 11685
87200, 11679
87300, 11679
87400, 11679
87500, 11679
87600, 11679
87700, 11679
87800, 11679
87900, 11679
88000, 11679
88100, 11679
88200, 11679
88300, 11679
88400, 11680
88500, 11680
88600, 11680
88700, 11680
88800, 11680
88900, 11679
89000, 11679
89100, 11679
89200, 11679
89300, 11679
89400, 11679
89500, 11679
89600, 11679
89700, 11679
89800, 11679
89900, 11675
90000, 11675
90100, 11671
90200, 11671
90300, 11669
90400, 11669
90500, 11663
90600, 11655
90700, 11655
90800, 11655
90900, 11644
91000, 11644
91100, 11644
91200, 11644
91300, 11644
91400, 11644
91500, 11644
91600, 11648
91700, 11648
91800, 11648
91900, 11648
92000, 11645
92100, 11644
92200, 11644
92300, 11644
92400, 11644
92500, 11644
92600, 11644
92700, 11644
92800, 11644
92900, 11644
93000, 11644
93100, 11644
93200, 11644
93300, 11644
93400, 11644
93500, 11644
93600, 11644
93700, 11644
93800, 11645
93900, 11645
94000, 11645
94100, 11645
94200, 11646
94300, 11646
94400, 11646
94500, 11646
94600, 11646
94700, 11644
94800, 11645
94900, 11645
95000, 11645
95100, 11645
95200, 11645
95300, 11645
95400, 11644
95500, 11643
95600, 11640
95700, 11640
95800, 11640
95900, 11640
96000, 11640
96100, 11640
96200, 11640
96300, 11640
96400, 11640
96500, 11640
96600, 11640
96700, 11640
96800, 11640
96900, 11640
97000, 11640
97100, 11640
97200, 11640
97300, 11640
97400, 11640
97500, 11640
97600, 11640
97700, 11637
97800, 11637
97900, 11635
98000, 11635
98100, 11635
98200, 11635
98300, 11635
98400, 11635
98500, 11635
98600, 11635
98700, 11635
98800, 11635
98900, 11635
99000, 11635
99100, 11635
99200, 11635
99300, 11635
99400, 11635
99500, 11635
99600, 11635
99700, 11635
99800, 11635
99900, 11635
